Code du département;Département;Code de la circonscription;Circonscription;Code de la commune;Commune;Bureau de vote;Inscrits;Abstentions;% Abs/Ins;Votants;% Vot/Ins;Blancs;% Blancs/Ins;% Blancs/Vot;Nuls;% Nuls/Ins;% Nuls/Vot;Exprimés;% Exp/Ins;% Exp/Vot;N°Panneau;Sexe;Nom;Prénom;Nuance;Voix;% Voix/Ins;% Voix/Exp;Code Insee;Coordonnées;Nom Bureau Vote;Adresse;Code Postal;Ville;uniq_bdv
94;Val-de-Marne;10;10ème circonscription;041;Ivry-sur-Seine;0013;851;462;54.29;389;45.71;10;1.18;2.5700000000000003;2;0.24;0.51;377;44.3;96.92;12;F;ALEXANDRE COLMADO;Maria;DVG;4;0.47000000000000003;1.06;94041;48.810191,2.389532;Ecole élémentaire Irène et Frédéric Joliot - Curie;21 rue Saint Just;94200;Ivry-sur-Seine;Ecole élémentaire Irène et Frédéric Joliot - Curie -  Ivry-sur-Seine
94;Val-de-Marne;05;5ème circonscription;017;Champigny-sur-Marne;0013;1046;560;53.54;486;46.46;1;0.1;0.21;0;0.0;0.0;485;46.37;99.79;8;F;DELOIRE;Marie-José;ECO;13;1.24;2.68;94017;48.810124,2.526015;Ecole maternell Henri Bassis;77 rue du Monument;94500;Champigny-sur-Marne;Ecole maternell Henri Bassis -  Champigny-sur-Marne
94;Val-de-Marne;05;5ème circonscription;017;Champigny-sur-Marne;0018;904;550;60.84;354;39.16;4;0.44;1.13;1;0.11;0.28;349;38.61;98.59;9;M;FAUTRÉ;Christian;COM;59;6.53;16.91;94017;48.819755,2.503731;Centre de Loisirs Joliot - Curie;Angle dur Prairial/ boulevard Gabriel Péri;94500;Champigny-sur-Marne;Centre de Loisirs Joliot - Curie -  Champigny-sur-Marne
94;Val-de-Marne;05;5ème circonscription;052;Nogent-sur-Marne;0016;1092;606;55.49;486;44.51;6;0.55;1.23;2;0.18;0.41000000000000003;478;43.77;98.35;14;F;HUGUENIN-RICHARD;Isabelle;FN;34;3.11;7.11;94052;48.839878,2.482743;Centre de loisirs;33 rue Guy Moquet;94130;Nogent-sur-Marne;Centre de loisirs -  Nogent-sur-Marne
94;Val-de-Marne;01;1ère circonscription;028;Créteil;0027;990;516;52.12;474;47.88;10;1.01;2.11;1;0.1;0.21;463;46.77;97.68;4;M;DEVIGE;Thierry;FN;26;2.63;5.62;94028;48.800544,2.456877;Collège Plaisance;97 avenue Laferrière;94000;Créteil;Collège Plaisance -  Créteil
94;Val-de-Marne;05;5ème circonscription;015;Bry-sur-Marne;0009;1288;563;43.71;725;56.29;15;1.16;2.07;0;0.0;0.0;710;55.12;97.93;3;F;GORGE;Stéphanie;DVG;0;0.0;0.0;94015;48.839701,2.53175;Médiathèque Jules Verne;28 rue des Tournanfis;94360;Bry-sur-Marne;Médiathèque Jules Verne -  Bry-sur-Marne
94;Val-de-Marne;01;1ère circonscription;028;Créteil;0023;1041;413;39.67;628;60.33;6;0.58;0.96;1;0.1;0.16;621;59.65;98.89;1;M;PIERRON;Jean-Claude;DIV;9;0.86;1.45;94028;48.806871,2.463726;R.P.A du Halage;55 quai du Halage;94000;Créteil;R.P.A du Halage -  Créteil
94;Val-de-Marne;11;11ème circonscription;016;Cachan;0015;1175;571;48.6;604;51.4;4;0.34;0.66;0;0.0;0.0;600;51.06;99.34;15;F;VOISIN;Marine;DIV;0;0.0;0.0;94016;48.793048,2.331377;Ecole maternelle Belle Image;11 rue Amédée Picard;94230;Cachan;Ecole maternelle Belle Image -  Cachan
94;Val-de-Marne;10;10ème circonscription;043;Le Kremlin-Bicêtre;0014;1024;667;65.14;357;34.86;2;0.2;0.56;2;0.2;0.56;353;34.47;98.88;4;M;SAVOLDELLI;Pascal;COM;25;2.44;7.08;94043;48.80411,2.351726;Ecole primaire Benoit Malon;2 rue Jean Mermoz;94270;Le Kremlin-Bicêtre;Ecole primaire Benoit Malon -  Le Kremlin-Bicêtre
94;Val-de-Marne;11;11ème circonscription;037;Gentilly;0010;504;288;57.14;216;42.86;1;0.2;0.46;1;0.2;0.46;214;42.46;99.07;4;M;GABORIT;Alexandre;FN;29;5.75;13.55;94037;48.81438,2.333486;Ecole maternelle Jean Lurcat;Chaperon Vert, 2eme avenue;94250;Gentilly;Ecole maternelle Jean Lurcat -  Gentilly
94;Val-de-Marne;04;4ème circonscription;079;Villiers-sur-Marne;0006;991;722;72.86;269;27.14;10;1.01;3.719999999999999;2;0.2;0.74;257;25.93;95.54;9;M;AUVRAY;Jérôme;FN;20;2.02;7.78;94079;48.830544,2.539545;Escale;2 place Charles Trénet;94350;Villiers-sur-Marne;Escale -  Villiers-sur-Marne
94;Val-de-Marne;02;2ème circonscription;028;Créteil;0040;922;621;67.35;301;32.65;11;1.19;3.65;5;0.54;1.6600000000000001;285;30.91;94.68;1;M;TOLLARI;Christian;EXD;1;0.11;0.35000000000000003;94028;48.775884,2.472083;Ecole maternelle Savignat;allée de la côte d'or;94000;Créteil;Ecole maternelle Savignat -  Créteil
94;Val-de-Marne;05;5ème circonscription;052;Nogent-sur-Marne;0019;1188;551;46.38;637;53.62;4;0.34;0.63;2;0.17;0.31;631;53.11;99.06;12;M;JOSLIN;François;EXG;0;0.0;0.0;94052;48.835682,2.490631999999999;Ecole léopard de Vinci;2ter rue Jacques Kablé;94130;Nogent-sur-Marne;Ecole léopard de Vinci -  Nogent-sur-Marne
94;Val-de-Marne;10;10ème circonscription;041;Ivry-sur-Seine;0026;915;489;53.44;426;46.56;3;0.33;0.7000000000000001;1;0.11;0.23;422;46.12;99.06;11;F;WAELER;Myriam;DLF;4;0.44;0.9500000000000001;94041;48.817254,2.372273;Salle des Longs Sillons;21 rue Barbès;94200;Ivry-sur-Seine;Salle des Longs Sillons -  Ivry-sur-Seine
94;Val-de-Marne;04;4ème circonscription;079;Villiers-sur-Marne;0017;906;432;47.68;474;52.32;3;0.33;0.63;1;0.11;0.21;470;51.88;99.16;14;F;GUERREAU;Morgane;DIV;4;0.44;0.85;94079;48.819641,2.536288;Ecole maternelle Edouard Herriot;Avenue des Luats;94350;Villiers-sur-Marne;Ecole maternelle Edouard Herriot -  Villiers-sur-Marne
94;Val-de-Marne;05;5ème circonscription;058;Le Perreux-sur-Marne;0005;1163;556;47.81;607;52.19;2;0.17;0.33;1;0.09;0.16;604;51.93;99.51;10;F;STEFANOFF;Dominique;DLF;0;0.0;0.0;94058;48.839466,2.50569;Ecole primaire Clémenceau B;57 avenue Georges Clémenceau;94170;Le Perreux-sur-Marne;Ecole primaire Clémenceau B -  Le Perreux-sur-Marne
94;Val-de-Marne;09;9ème circonscription;002;Alfortville;0009;984;528;53.66;456;46.34;3;0.30000000000000004;0.66;1;0.1;0.22;452;45.93;99.12;7;M;RAMASSAMY;Rémy;DLF;5;0.51;1.11;94002;48.805028,2.4142770000000002;Ecole maternelle Denis forestier;22 rue Micolon;94140;Alfortville;Ecole maternelle Denis forestier -  Alfortville
94;Val-de-Marne;05;5ème circonscription;052;Nogent-sur-Marne;0014;977;431;44.11;546;55.89;2;0.2;0.37;1;0.1;0.18;543;55.58;99.45;7;M;GUYOT;Stéphane;DIV;4;0.41000000000000003;0.74;94052;48.83654,2.473671;Ecole maternelle Fontenay;6 rue de Fontenay;94130;Nogent-sur-Marne;Ecole maternelle Fontenay -  Nogent-sur-Marne
94;Val-de-Marne;05;5ème circonscription;058;Le Perreux-sur-Marne;0010;1137;528;46.44;609;53.56;5;0.44;0.8200000000000001;2;0.18;0.33;602;52.95;98.85;2;M;CARREZ;Gilles;LR;245;21.55;40.7;94058;48.847474,2.504236;Ecole maternelle de Lattre;45 rue de la Gaité;94170;Le Perreux-sur-Marne;Ecole maternelle de Lattre -  Le Perreux-sur-Marne
94;Val-de-Marne;11;11ème circonscription;076;Villejuif;0006;827;412;49.82;415;50.18;4;0.48;0.96;2;0.24;0.48;409;49.46;98.55;1;M;ARROUCHE;Djamel;FI;82;9.92;20.05;94076;48.796099,2.364678;Ecole élémentaire du Groupe Scolaire George Sand;16/18 sentier Rabelais;94800;Villejuif;Ecole élémentaire du Groupe Scolaire George Sand -  Villejuif
94;Val-de-Marne;01;1ère circonscription;068;Saint-Maur-des-Fossés;0039;934;397;42.51;537;57.49;6;0.64;1.12;2;0.21;0.37;529;56.64;98.51;1;M;PIERRON;Jean-Claude;DIV;1;0.11;0.19;94068;48.801999,2.473719;Ecole primaire les Chalets (préau);11 villa Jarlet;94100;Saint-Maur-des-Fossés;Ecole primaire les Chalets (préau) -  Saint-Maur-des-Fossés
94;Val-de-Marne;06;6ème circonscription;033;Fontenay-sous-Bois;0004;1059;348;32.86;711;67.14;5;0.47000000000000003;0.7000000000000001;1;0.09;0.14;705;66.57;99.16;2;F;SCHER;Léa;DIV;7;0.66;0.99;94033;48.845841,2.472874;Ecole victor Duruy;7 Rue de Joinville;94120;Fontenay-sous-Bois;Ecole victor Duruy -  Fontenay-sous-Bois
94;Val-de-Marne;01;1ère circonscription;068;Saint-Maur-des-Fossés;0042;988;489;49.49;499;50.51;3;0.30000000000000004;0.6000000000000001;3;0.30000000000000004;0.6000000000000001;493;49.9;98.8;5;F;BOUATLAOUI;Amina;ECO;0;0.0;0.0;94068;48.791056,2.480879;Ecole primaire la Pie;3 avenue d’Arromanches;94100;Saint-Maur-des-Fossés;Ecole primaire la Pie -  Saint-Maur-des-Fossés
94;Val-de-Marne;11;11ème circonscription;016;Cachan;0003;1009;595;58.97;414;41.03;3;0.30000000000000004;0.72;4;0.4;0.97;407;40.34;98.31;10;M;HAREL;Jean-François;DVD;1;0.1;0.25;94016;48.786962,2.333289;Gymnase de la Plaine;15 rue Francois Rude;94230;Cachan;Gymnase de la Plaine -  Cachan
94;Val-de-Marne;06;6ème circonscription;033;Fontenay-sous-Bois;0003;995;395;39.7;600;60.3;5;0.5;0.8300000000000001;0;0.0;0.0;595;59.8;99.17;6;F;LALANNE;Dominique;DIV;2;0.2;0.34;94033;48.846576999999996,2.476204;MDCVA;16 rue du Père Aubry;94120;Fontenay-sous-Bois;MDCVA -  Fontenay-sous-Bois
94;Val-de-Marne;08;8ème circonscription;018;Charenton-le-Pont;0006;962;368;38.25;594;61.75;3;0.31;0.51;1;0.1;0.17;590;61.33;99.33;6;M;PÉQUIGNOT;Renaud;FI;61;6.34;10.34;94018;48.822204,2.413642;Ecole Aristide Briand;2 place Aristide Briand;94220;Charenton-le-Pont;Ecole Aristide Briand -  Charenton-le-Pont
94;Val-de-Marne;05;5ème circonscription;017;Champigny-sur-Marne;0035;970;616;63.51;354;36.49;4;0.41000000000000003;1.13;1;0.1;0.28;349;35.98;98.59;11;F;RET;Nadine;REM;118;12.16;33.81;94017;48.817688,2.492639;Gymnase Maurice Baquet;7 rue Maurice Baquet;94500;Champigny-sur-Marne;Gymnase Maurice Baquet -  Champigny-sur-Marne
94;Val-de-Marne;06;6ème circonscription;033;Fontenay-sous-Bois;0008;1150;470;40.87;680;59.13;4;0.35000000000000003;0.59;2;0.17;0.29;674;58.61;99.12;10;F;MICHEL;Stéphanie;FI;94;8.17;13.95;94033;48.850587,2.460041;Ecole Jules Ferry;64 Rue Roublot;94120;Fontenay-sous-Bois;Ecole Jules Ferry -  Fontenay-sous-Bois
94;Val-de-Marne;11;11ème circonscription;003;Arcueil;0008;1151;530;46.05;621;53.95;11;0.96;1.77;0;0.0;0.0;610;53.0;98.23;6;F;GILLET;Michelle;DLF;5;0.43;0.8200000000000001;94003;48.801352,2.330702;Primaire Jules Ferry - preau;1 rue Paul Signac;94110;Arcueil;Primaire Jules Ferry - preau -  Arcueil
94;Val-de-Marne;07;7ème circonscription;034;Fresnes;0004;1078;505;46.85;573;53.15;6;0.56;1.05;3;0.28;0.52;564;52.32;98.43;4;F;HACCART;Karine;FN;26;2.41;4.61;94034;48.756658,2.318259;Foyer restaurant des anciens;1/3 rue Docteur Emile Roux;94260;Fresnes;Foyer restaurant des anciens -  Fresnes
94;Val-de-Marne;01;1ère circonscription;017;Champigny-sur-Marne;0001;926;490;52.92;436;47.08;10;1.08;2.29;4;0.43;0.92;422;45.57;96.79;8;F;MONIÉ;Catherine;ECO;26;2.81;6.16;94017;48.813453,2.510912;Mairie de Champigny sur Marne;14 rue Louis Talamoni;94500;Champigny-sur-Marne;Mairie de Champigny sur Marne -  Champigny-sur-Marne
94;Val-de-Marne;04;4ème circonscription;019;Chennevières-sur-Marne;0003;879;475;54.04;404;45.96;3;0.34;0.74;2;0.23;0.5;399;45.39;98.76;13;F;LEMAIRE;Mirabelle;FI;32;3.64;8.02;94019;48.794961,2.531999;Groupe scolaire Jacques Doré;4 rue Durmersheim;94430;Chennevières-sur-Marne;Groupe scolaire Jacques Doré -  Chennevières-sur-Marne
94;Val-de-Marne;04;4ème circonscription;079;Villiers-sur-Marne;0009;910;462;50.77;448;49.23;3;0.33;0.67;1;0.11;0.22;444;48.79;99.11;8;F;MOULIN;Brigitte;EXG;3;0.33;0.68;94079;48.830336,2.549495;Ecole Jeanne et Maurice Dudragne;Avenue Montrichard;94350;Villiers-sur-Marne;Ecole Jeanne et Maurice Dudragne -  Villiers-sur-Marne
94;Val-de-Marne;04;4ème circonscription;071;Sucy-en-Brie;0003;800;349;43.63;451;56.38;6;0.75;1.33;0;0.0;0.0;445;55.63;98.67;5;M;SZYMANSKI;Samuel;ECO;20;2.5;4.49;94071;48.776133,2.514325;Ecole Jean-Jacques Rousseau;7 boulevard Louis Boon;94370;Sucy-en-Brie;Ecole Jean-Jacques Rousseau -  Sucy-en-Brie
94;Val-de-Marne;06;6ème circonscription;033;Fontenay-sous-Bois;0018;852;588;69.01;264;30.99;11;1.29;4.17;1;0.12;0.38;252;29.58;95.45;2;F;SCHER;Léa;DIV;0;0.0;0.0;94033;48.850414,2.47889;Ecole Romain Rolland;Allée Maxime Gorki;94120;Fontenay-sous-Bois;Ecole Romain Rolland -  Fontenay-sous-Bois
94;Val-de-Marne;01;1ère circonscription;068;Saint-Maur-des-Fossés;0009;940;411;43.72;529;56.28;3;0.32;0.5700000000000001;2;0.21;0.38;524;55.74;99.05;14;M;N'KAOUA;Thierry;FI;31;3.3;5.92;94068;48.805158,2.501539;Ecole primaire le Parc Tilleuls;18 place des Tilleuls;94100;Saint-Maur-des-Fossés;Ecole primaire le Parc Tilleuls -  Saint-Maur-des-Fossés
94;Val-de-Marne;04;4ème circonscription;019;Chennevières-sur-Marne;0011;706;352;49.86;354;50.14;4;0.5700000000000001;1.13;1;0.14;0.28;349;49.43;98.59;11;F;YVOS;Isabelle;DIV;5;0.71;1.43;94019;48.800516,2.553783;"Groupe scolaire "" les Hauts de Chennevières""";Rue Clément Ader;94430;Chennevières-sur-Marne;"Groupe scolaire "" les Hauts de Chennevières"" -  Chennevières-sur-Marne"
94;Val-de-Marne;08;8ème circonscription;046;Maisons-Alfort;0001;1012;397;39.23;615;60.77;3;0.30000000000000004;0.49;1;0.1;0.16;611;60.38;99.35;2;M;GILLARD;Pierre-Eric;EXG;1;0.1;0.16;94046;48.801289,2.431096;Péristyle de la Mairie;118 avenue du Général de Gaulle;94700;Maisons-Alfort;Péristyle de la Mairie -  Maisons-Alfort
94;Val-de-Marne;10;10ème circonscription;041;Ivry-sur-Seine;0027;879;459;52.22;420;47.78;0;0.0;0.0;0;0.0;0.0;420;47.78;100.0;12;F;ALEXANDRE COLMADO;Maria;DVG;0;0.0;0.0;94041;48.805659,2.387247;Ecole Maternelle Paul Langevin;218 rue Marcel Hartmann;94200;Ivry-sur-Seine;Ecole Maternelle Paul Langevin -  Ivry-sur-Seine
94;Val-de-Marne;07;7ème circonscription;021;Chevilly-Larue;0004;1008;657;65.18;351;34.82;8;0.79;2.2800000000000002;4;0.4;1.1400000000000001;339;33.63;96.58;11;F;CHENAULT;Sylvie;DLF;8;0.79;2.36;94021;48.773957,2.35715;Groupe scolaire Paul Bert;17 rue du Nivernais;94550;Chevilly-Larue;Groupe scolaire Paul Bert -  Chevilly-Larue
94;Val-de-Marne;05;5ème circonscription;052;Nogent-sur-Marne;0005;1085;453;41.75;632;58.25;1;0.09;0.16;2;0.18;0.32;629;57.97;99.53;7;M;GUYOT;Stéphane;DIV;4;0.37;0.64;94052;48.835272,2.481392;Ecole maternelle Val de Beauté;8 rue de la Muette;94130;Nogent-sur-Marne;Ecole maternelle Val de Beauté -  Nogent-sur-Marne
94;Val-de-Marne;08;8ème circonscription;046;Maisons-Alfort;0025;907;356;39.25;551;60.75;3;0.33;0.54;1;0.11;0.18;547;60.31;99.27;10;M;LALORGUE;Jean Luc;DIV;2;0.22;0.37;94046;48.813696,2.434426;Gymnase Saint-Exupéry;5 rue de Lorraine;94700;Maisons-Alfort;Gymnase Saint-Exupéry -  Maisons-Alfort
94;Val-de-Marne;04;4ème circonscription;053;Noiseau;0004;705;324;45.96;381;54.04;2;0.28;0.52;3;0.43;0.79;376;53.33;98.69;13;F;LEMAIRE;Mirabelle;FI;46;6.52;12.23;94053;48.77872,2.547841;Salle des fêtes;1 rue Alexandre Milard;94880;Noiseau;Salle des fêtes -  Noiseau
94;Val-de-Marne;04;4ème circonscription;060;La Queue-en-Brie;0008;661;357;54.01;304;45.99;3;0.45;0.99;2;0.30000000000000004;0.66;299;45.23;98.36;5;M;SZYMANSKI;Samuel;ECO;7;1.06;2.34;94060;48.783225,2.578211;Ecole primaire Jean Jaurès - salle de restaurant;Rue Jean Jaurès;94510;La Queue-en-Brie;Ecole primaire Jean Jaurès - salle de restaurant -  La Queue-en-Brie
94;Val-de-Marne;04;4ème circonscription;071;Sucy-en-Brie;0016;1070;496;46.36;574;53.64;2;0.19;0.35000000000000003;4;0.37;0.7000000000000001;568;53.08;98.95;2;F;CIUNTU;Marie-Carole;LR;180;16.82;31.69;94071;48.759566,2.549552;Ecole primaire des Bruyères;Boulvard de la liberté;94370;Sucy-en-Brie;Ecole primaire des Bruyères -  Sucy-en-Brie
94;Val-de-Marne;05;5ème circonscription;058;Le Perreux-sur-Marne;0014;996;391;39.26;605;60.74;2;0.2;0.33;2;0.2;0.33;601;60.34;99.34;1;F;LABOUS;Kristell;DIV;14;1.4100000000000001;2.33;94058;48.838261,2.499841;Saut du Loup;4 rue jean d'Etienne d'Orves;94170;Le Perreux-sur-Marne;Saut du Loup -  Le Perreux-sur-Marne
94;Val-de-Marne;04;4ème circonscription;071;Sucy-en-Brie;0017;719;251;34.91;468;65.09;3;0.42;0.64;4;0.56;0.85;461;64.12;98.5;8;F;MOULIN;Brigitte;EXG;1;0.14;0.22;94071;48.768975,2.532774;Ecole maternelle Fontaine de Villiers;48/50 avenue du Fort;94370;Sucy-en-Brie;Ecole maternelle Fontaine de Villiers -  Sucy-en-Brie
94;Val-de-Marne;04;4ème circonscription;079;Villiers-sur-Marne;0002;1010;550;54.46;460;45.54;4;0.4;0.87;3;0.30000000000000004;0.65;453;44.85;98.48;4;F;BEZAULT;Christine;ECO;5;0.5;1.1;94079;48.826275,2.541606;Salle des fêtes Georges Brassens;Rue Boieldieu;94350;Villiers-sur-Marne;Salle des fêtes Georges Brassens -  Villiers-sur-Marne
94;Val-de-Marne;05;5ème circonscription;058;Le Perreux-sur-Marne;0007;1078;516;47.87;562;52.13;1;0.09;0.18;2;0.19;0.36;559;51.86;99.47;7;M;GUYOT;Stéphane;DIV;4;0.37;0.72;94058;48.834633,2.507545;Ecole primaire Brossolette;154 bis avenue Pierre Brossolette;94170;Le Perreux-sur-Marne;Ecole primaire Brossolette -  Le Perreux-sur-Marne
94;Val-de-Marne;07;7ème circonscription;073;Thiais;0012;1457;760;52.16;697;47.84;7;0.48;1.0;4;0.27;0.5700000000000001;686;47.08;98.42;3;F;DINI;Bouchra;EXG;4;0.27;0.58;94073;48.766726,2.391037;Groupe scolaire Jeanne d'Arc - préau;Rue Jeanne d'Arc;94320;Thiais;Groupe scolaire Jeanne d'Arc - préau -  Thiais
94;Val-de-Marne;11;11ème circonscription;076;Villejuif;0033;878;533;60.71;345;39.29;9;1.03;2.61;4;0.46;1.16;332;37.81;96.23;14;F;DE COMARMOND;Hélène;SOC;8;0.91;2.41;94076;48.784621,2.365207;Maison des parents;20 rue des villas;94800;Villejuif;Maison des parents -  Villejuif
94;Val-de-Marne;10;10ème circonscription;081;Vitry-sur-Seine;0042;964;618;64.11;346;35.89;3;0.31;0.87;4;0.41000000000000003;1.16;339;35.17;97.98;6;F;BLANLUETTE;Martine;FN;34;3.5300000000000002;10.03;94081;48.791145,2.390541;Salle Robespierre Haute;1 allée du Puits Farouche;94400;Vitry-sur-Seine;Salle Robespierre Haute -  Vitry-sur-Seine
94;Val-de-Marne;03;3ème circonscription;044;Limeil-Brévannes;0003;942;463;49.15;479;50.85;5;0.53;1.04;6;0.64;1.25;468;49.68;97.7;13;F;GAYE;Myriam;RDG;3;0.32;0.64;94044;48.749589,2.49732;Ecole Piard;28 rue Piard;94450;Limeil-Brévannes;Ecole Piard -  Limeil-Brévannes
94;Val-de-Marne;07;7ème circonscription;038;L'Hay-les-Roses;0010;898;494;55.01;404;44.99;4;0.45;0.99;1;0.11;0.25;399;44.43;98.76;1;F;LECLERC-BRUANT;Marie;ECO;28;3.12;7.02;94038;48.766677,2.32132;Groupe scolaire de la Valée aux renards;Rue Marc Sangnier;94240;L'Haÿ-les-Roses;Groupe scolaire de la Valée aux renards -  L'Haÿ-les-Roses
94;Val-de-Marne;07;7ème circonscription;038;L'Hay-les-Roses;0011;842;382;45.37;460;54.63;2;0.24;0.43;3;0.36;0.65;455;54.04;98.91;1;F;LECLERC-BRUANT;Marie;ECO;31;3.68;6.8100000000000005;94038;48.766677,2.32132;Groupe scolaire de la Valée aux renards;Rue Marc Sangnier;94240;L'Haÿ-les-Roses;Groupe scolaire de la Valée aux renards -  L'Haÿ-les-Roses
94;Val-de-Marne;01;1ère circonscription;068;Saint-Maur-des-Fossés;0042;988;489;49.49;499;50.51;3;0.30000000000000004;0.6000000000000001;3;0.30000000000000004;0.6000000000000001;493;49.9;98.8;14;M;N'KAOUA;Thierry;FI;42;4.25;8.52;94068;48.791056,2.480879;Ecole primaire la Pie;3 avenue d’Arromanches;94100;Saint-Maur-des-Fossés;Ecole primaire la Pie -  Saint-Maur-des-Fossés
94;Val-de-Marne;02;2ème circonscription;022;Choisy-le-Roi;0008;925;521;56.32;404;43.68;6;0.65;1.49;0;0.0;0.0;398;43.03;98.51;8;F;TORRES;Josefa;EXG;6;0.65;1.51;94022;48.766964,2.406345;Ecole Maternelle Eugénie Cotton;6/8 rue Georges Clémenceau;94600;Choisy-le-Roi;Ecole Maternelle Eugénie Cotton -  Choisy-le-Roi
94;Val-de-Marne;11;11ème circonscription;016;Cachan;0014;892;438;49.1;454;50.9;8;0.9;1.76;1;0.11;0.22;445;49.89;98.02;10;M;HAREL;Jean-François;DVD;1;0.11;0.22;94016;48.792042,2.339682;Ecole du Coteau;36 rue des Vignes;94230;Cachan;Ecole du Coteau -  Cachan
94;Val-de-Marne;05;5ème circonscription;017;Champigny-sur-Marne;0023;923;619;67.06;304;32.94;2;0.22;0.66;2;0.22;0.66;300;32.5;98.68;5;F;FAFA;Juliette;DIV;1;0.11;0.33;94017;48.808633,2.538233;Gymnase Jesse Owens;24 avenue du 11 Novembre 1918;94500;Champigny-sur-Marne;Gymnase Jesse Owens -  Champigny-sur-Marne
94;Val-de-Marne;10;10ème circonscription;041;Ivry-sur-Seine;0031;970;458;47.22;512;52.78;1;0.1;0.2;2;0.21;0.39;509;52.47;99.41;2;F;ANDRIA;Marie;LR;35;3.61;6.88;94041;48.8163,2.374712;Ecole élémentaire du Petit Ivry;29/ 31 rue Baudin;94200;Ivry-sur-Seine;Ecole élémentaire du Petit Ivry -  Ivry-sur-Seine
94;Val-de-Marne;03;3ème circonscription;044;Limeil-Brévannes;0002;995;525;52.76;470;47.24;6;0.6000000000000001;1.28;3;0.30000000000000004;0.64;461;46.33;98.09;9;M;GEORGES;Nicolas;FI;70;7.04;15.18;94044;48.753016,2.488336;Ecole maternelle Anatole France;5 rue Pierre et Angèle Le Hen;94450;Limeil-Brévannes;Ecole maternelle Anatole France -  Limeil-Brévannes
94;Val-de-Marne;07;7ème circonscription;034;Fresnes;0014;920;444;48.26;476;51.74;8;0.87;1.6800000000000002;4;0.43;0.84;464;50.43;97.48;7;M;UM;Jean Jacques;SOC;32;3.48;6.9;94034;48.754131,2.320273;Ecole maternelle des capucines;3 bis rue Auguste daix;94260;Fresnes;Ecole maternelle des capucines -  Fresnes
94;Val-de-Marne;06;6ème circonscription;080;Vincennes;0026;861;331;38.44;530;61.56;4;0.46;0.75;1;0.12;0.19;525;60.98;99.06;1;M;DORNBUSCH;David;ECO;4;0.46;0.76;94080;48.84783,2.421648;Crèche Jean Burgeat;11 rue Georges Huchon;94300;Vincennes;Crèche Jean Burgeat -  Vincennes
94;Val-de-Marne;02;2ème circonscription;028;Créteil;0012;971;547;56.33;424;43.67;5;0.51;1.18;3;0.31;0.71;416;42.84;98.11;10;M;COUSY;David;DVG;11;1.13;2.64;94028;48.787068,2.448049;Ecole élémentaire Jose Maria de Heredia;4 allée Tristan Bernard;94000;Créteil;Ecole élémentaire Jose Maria de Heredia -  Créteil
94;Val-de-Marne;07;7ème circonscription;038;L'Hay-les-Roses;0009;1162;493;42.43;669;57.57;7;0.6000000000000001;1.05;5;0.43;0.75;657;56.54;98.21;10;M;KIBONG AMIRA;Georges;DVD;3;0.26;0.46;94038;48.770267,2.326652;Groupe scolaire des Blondeaux;Rue des écoles;94240;L'Haÿ-les-Roses;Groupe scolaire des Blondeaux -  L'Haÿ-les-Roses
94;Val-de-Marne;08;8ème circonscription;046;Maisons-Alfort;0008;1182;547;46.28;635;53.72;3;0.25;0.47000000000000003;0;0.0;0.0;632;53.47;99.53;15;F;GACKIERE;Sylvie;DIV;14;1.18;2.22;94046;48.804805,2.43728;Maison du Combattant;27 rue Jouet;94700;Maisons-Alfort;Maison du Combattant -  Maisons-Alfort
94;Val-de-Marne;01;1ère circonscription;068;Saint-Maur-des-Fossés;0027;960;345;35.94;615;64.06;4;0.42;0.65;3;0.31;0.49;608;63.33;98.86;8;F;MONIÉ;Catherine;ECO;31;3.23;5.1;94068;48.800681,2.479653;Ecole primaire Diderot (premier préau);27 rue Louis Braille (portail);94100;Saint-Maur-des-Fossés;Ecole primaire Diderot (premier préau) -  Saint-Maur-des-Fossés
94;Val-de-Marne;10;10ème circonscription;081;Vitry-sur-Seine;0047;1043;651;62.42;392;37.58;3;0.29;0.77;2;0.19;0.51;387;37.1;98.72;5;M;FARGETTE;Hugo;DIV;1;0.1;0.26;94081;48.799058,2.374761;Ecole maternelle des Malassis 2;22 voie Gluck;94400;Vitry-sur-Seine;Ecole maternelle des Malassis 2 -  Vitry-sur-Seine
94;Val-de-Marne;02;2ème circonscription;054;Orly;0009;914;585;64.0;329;36.0;4;0.44;1.22;2;0.22;0.61;323;35.34;98.18;2;M;COCQ;François;FI;63;6.89;19.5;94054;48.748192,2.409272999999999;Ecole maternelle Frédéric Joliot Curie;16 bis rue du Docteur Calmette;94310;Orly;Ecole maternelle Frédéric Joliot Curie -  Orly
94;Val-de-Marne;02;2ème circonscription;028;Créteil;0037;1031;711;68.96;320;31.04;12;1.16;3.75;2;0.19;0.63;306;29.68;95.63;9;F;KHAIR;Khadija;DIV;5;0.48;1.63;94028;48.779128,2.471654;Ecole maternelle Paul Casalis;20 rue Henri Doucet;94000;Créteil;Ecole maternelle Paul Casalis -  Créteil
