Code du département;Département;Code de la circonscription;Circonscription;Code de la commune;Commune;Bureau de vote;Inscrits;Abstentions;% Abs/Ins;Votants;% Vot/Ins;Blancs;% Blancs/Ins;% Blancs/Vot;Nuls;% Nuls/Ins;% Nuls/Vot;Exprimés;% Exp/Ins;% Exp/Vot;N°Panneau;Sexe;Nom;Prénom;Nuance;Voix;% Voix/Ins;% Voix/Exp;Code Insee;Coordonnées;Nom Bureau Vote;Adresse;Code Postal;Ville;uniq_bdv
94;Val-de-Marne;06;6ème circonscription;033;Fontenay-sous-Bois;0013;1132;647;57.16;485;42.84;4;0.35000000000000003;0.8200000000000001;2;0.18;0.41000000000000003;479;42.31;98.76;5;M;GOUFFIER-CHA;Guillaume;REM;158;13.96;32.99;94033;48.858213,2.478438;Ecole Henri Wallon;46 rue La fontaine;94120;Fontenay-sous-Bois;Ecole Henri Wallon -  Fontenay-sous-Bois
94;Val-de-Marne;06;6ème circonscription;080;Vincennes;0016;874;346;39.59;528;60.41;3;0.34;0.5700000000000001;1;0.11;0.19;524;59.95;99.24;3;M;LECOQ;Gildas;UDI;78;8.92;14.89;94080;48.847109,2.433792;Ecole maternelle Roland Vernaudon;3 avenue Lamartine;94300;Vincennes;Ecole maternelle Roland Vernaudon -  Vincennes
94;Val-de-Marne;06;6ème circonscription;033;Fontenay-sous-Bois;0028;1043;665;63.76;378;36.24;7;0.67;1.85;2;0.19;0.53;369;35.38;97.62;3;M;LECOQ;Gildas;UDI;37;3.55;10.03;94033;48.855087,2.476866;Ecole Paul Langevin;3 rue Paul Langevin;94120;Fontenay-sous-Bois;Ecole Paul Langevin -  Fontenay-sous-Bois
94;Val-de-Marne;01;1ère circonscription;068;Saint-Maur-des-Fossés;0032;913;413;45.24;500;54.76;7;0.77;1.4;0;0.0;0.0;493;54.0;98.6;6;M;GENDRE;Daniel;EXG;3;0.33;0.61;94068;48.808469,2.472767;Ecole maternelle Nicolas Gatin (préau);10 rue de La Varenne;94100;Saint-Maur-des-Fossés;Ecole maternelle Nicolas Gatin (préau) -  Saint-Maur-des-Fossés
94;Val-de-Marne;08;8ème circonscription;042;Joinville-le-Pont;0008;1078;415;38.5;663;61.5;1;0.09;0.15;0;0.0;0.0;662;61.41;99.85;7;M;ROUSTAN;Gary;DIV;3;0.28;0.45;94042;48.823073,2.475202;Ecole maternelle de Polangis;12 avenue Joseph Jougla;94340;Joinville-le-Pont;Ecole maternelle de Polangis -  Joinville-le-Pont
94;Val-de-Marne;01;1ère circonscription;068;Saint-Maur-des-Fossés;0010;945;347;36.72;598;63.28;5;0.53;0.84;1;0.11;0.17;592;62.65;99.0;8;F;MONIÉ;Catherine;ECO;21;2.22;3.55;94068;48.805455,2.501344999999999;Ecole primaire le Parc Tilleuls;16 place des Tilleuls;94100;Saint-Maur-des-Fossés;Ecole primaire le Parc Tilleuls -  Saint-Maur-des-Fossés
94;Val-de-Marne;09;9ème circonscription;081;Vitry-sur-Seine;0023;933;622;66.67;311;33.33;4;0.43;1.29;5;0.54;1.609999999999999;302;32.37;97.11;11;F;LACHAUD;Martine;FI;47;5.04;15.56;94081;48.785745,2.39421;Ecole maternelle Pauline Kergomard;33 rue Camilie Blanc;94400;Vitry-sur-Seine;Ecole maternelle Pauline Kergomard -  Vitry-sur-Seine
94;Val-de-Marne;11;11ème circonscription;076;Villejuif;0026;793;403;50.82;390;49.18;4;0.5;1.03;2;0.25;0.51;384;48.42;98.46;6;F;GILLET;Michelle;DLF;12;1.51;3.13;94076;48.791006,2.372186;Ecole maternelle Robespierre;11 rue Robespierre;94800;Villejuif;Ecole maternelle Robespierre -  Villejuif
94;Val-de-Marne;03;3ème circonscription;001;Ablon-sur-Seine;0002;830;428;51.57;402;48.43;7;0.84;1.74;0;0.0;0.0;395;47.59;98.26;9;M;GEORGES;Nicolas;FI;48;5.78;12.15;94001;48.724181,2.420302;Centre Culturel 'Espace Alain Poher';7 avenue Auguste Duru;94480;Ablon-sur-Seine;Centre Culturel 'Espace Alain Poher' -  Ablon-sur-Seine
94;Val-de-Marne;08;8ème circonscription;042;Joinville-le-Pont;0009;1059;459;43.34;600;56.66;1;0.09;0.17;0;0.0;0.0;599;56.56;99.83;9;M;HERBILLON;Michel;LR;119;11.24;19.87;94042;48.82168,2.476922;Ecole primaire de Polangis;17/19 avenue Pierre Allaire;94340;Joinville-le-Pont;Ecole primaire de Polangis -  Joinville-le-Pont
94;Val-de-Marne;09;9ème circonscription;081;Vitry-sur-Seine;0022;926;535;57.78;391;42.22;6;0.65;1.53;0;0.0;0.0;385;41.58;98.47;11;F;LACHAUD;Martine;FI;54;5.83;14.03;94081;48.789928,2.395576;Ecole élémentaire Joliot Curie;8 rue du 18 Juin 1940;94400;Vitry-sur-Seine;Ecole élémentaire Joliot Curie -  Vitry-sur-Seine
94;Val-de-Marne;01;1ère circonscription;068;Saint-Maur-des-Fossés;0019;1012;452;44.66;560;55.34;2;0.2;0.36;3;0.30000000000000004;0.54;555;54.84;99.11;11;M;KASPI;André;LR;242;23.91;43.6;94068;48.794242,2.490041;Ecole maternelle Cazaux (salle polyvalente);65 avenue du Bac;94100;Saint-Maur-des-Fossés;Ecole maternelle Cazaux (salle polyvalente) -  Saint-Maur-des-Fossés
94;Val-de-Marne;03;3ème circonscription;077;Villeneuve-le-Roi;0006;973;514;52.83;459;47.17;12;1.23;2.61;0;0.0;0.0;447;45.94;97.39;8;M;YON;André;EXG;1;0.1;0.22;94077;48.738628,2.414063;Groupe Scolaire Paul Painlevé;118 rue Paul Painlevé;94290;Villeneuve-le-Roi;Groupe Scolaire Paul Painlevé -  Villeneuve-le-Roi
94;Val-de-Marne;11;11ème circonscription;076;Villejuif;0026;793;403;50.82;390;49.18;4;0.5;1.03;2;0.25;0.51;384;48.42;98.46;7;F;JAOUEN;Marianne;ECO;16;2.02;4.17;94076;48.791006,2.372186;Ecole maternelle Robespierre;11 rue Robespierre;94800;Villejuif;Ecole maternelle Robespierre -  Villejuif
94;Val-de-Marne;08;8ème circonscription;046;Maisons-Alfort;0030;1086;416;38.31;670;61.69;3;0.28;0.45;1;0.09;0.15;666;61.33;99.4;15;F;GACKIERE;Sylvie;DIV;13;1.2;1.9500000000000002;94046;48.80874,2.443524;Ecole élémentaire Raspail;44 avenue Georges Clémenceau;94700;Maisons-Alfort;Ecole élémentaire Raspail -  Maisons-Alfort
94;Val-de-Marne;04;4ème circonscription;055;Ormesson-sur-Marne;0004;988;518;52.43;470;47.57;2;0.2;0.43;7;0.71;1.49;461;46.66;98.09;4;F;BEZAULT;Christine;ECO;0;0.0;0.0;94055;;Ecole La Fontaine;22 a 34 rue du Centre;94490;Ormesson-sur-Marne;Ecole La Fontaine -  Ormesson-sur-Marne
94;Val-de-Marne;05;5ème circonscription;017;Champigny-sur-Marne;0036;885;500;56.5;385;43.5;0;0.0;0.0;1;0.11;0.26;384;43.39;99.74;5;F;FAFA;Juliette;DIV;3;0.34;0.78;94017;48.824952,2.499619;Ecole maternelle Léon Frapié;1 rue des Génétrais;94500;Champigny-sur-Marne;Ecole maternelle Léon Frapié -  Champigny-sur-Marne
94;Val-de-Marne;11;11ème circonscription;076;Villejuif;0004;865;371;42.89;494;57.11;4;0.46;0.81;0;0.0;0.0;490;56.65;99.19;13;F;GAILLOT;Albane;REM;193;22.31;39.39;94076;48.789311,2.361597;Ecole élémentaire Jean Vilar;10 bis rue René Hamon;94800;Villejuif;Ecole élémentaire Jean Vilar -  Villejuif
94;Val-de-Marne;08;8ème circonscription;042;Joinville-le-Pont;0005;948;503;53.06;445;46.94;5;0.53;1.12;2;0.21;0.45;438;46.2;98.43;4;M;GRANGE;Patrick;DVD;4;0.42;0.91;94042;;Ecole Primaire Eugène Voisin;5 rue du Pourtour des écoles;94340;Joinville-le-Pont;Ecole Primaire Eugène Voisin -  Joinville-le-Pont
94;Val-de-Marne;07;7ème circonscription;038;L'Hay-les-Roses;0012;980;420;42.86;560;57.14;4;0.41000000000000003;0.71;0;0.0;0.0;556;56.73;99.29;11;F;CHENAULT;Sylvie;DLF;13;1.33;2.34;94038;48.767781,2.323966;Groupe scolaire de la Valée aux renards;1 rue Léon Blum;94240;L'Haÿ-les-Roses;Groupe scolaire de la Valée aux renards -  L'Haÿ-les-Roses
94;Val-de-Marne;09;9ème circonscription;002;Alfortville;0021;1016;579;56.99;437;43.01;13;1.28;2.969999999999999;0;0.0;0.0;424;41.73;97.03;7;M;RAMASSAMY;Rémy;DLF;6;0.59;1.42;94002;48.78753,2.426473;Ecole Maternelle S.Franceschi;rue de Bordeaux;94140;Alfortville;Ecole Maternelle S.Franceschi -  Alfortville
94;Val-de-Marne;02;2ème circonscription;028;Créteil;0008;1113;590;53.01;523;46.99;3;0.27;0.5700000000000001;0;0.0;0.0;520;46.72;99.43;13;M;URGIN;Axel;SOC;56;5.03;10.77;94028;48.784603,2.45091;Ecole Alain Gerbault;1 rue Charles Gounod;94000;Créteil;Ecole Alain Gerbault -  Créteil
94;Val-de-Marne;04;4ème circonscription;071;Sucy-en-Brie;0005;1136;466;41.02;670;58.98;4;0.35000000000000003;0.6000000000000001;1;0.09;0.15;665;58.54;99.25;5;M;SZYMANSKI;Samuel;ECO;28;2.46;4.21;94071;48.773711,2.522249;Ecole primaire Cité Vert;Cité Verte;94370;Sucy-en-Brie;Ecole primaire Cité Vert -  Sucy-en-Brie
94;Val-de-Marne;04;4ème circonscription;059;Le Plessis-Trévise;0010;1164;626;53.78;538;46.22;9;0.77;1.67;3;0.26;0.56;526;45.19;97.77;6;F;PETIT;Maud;MDM;249;21.39;47.34;94059;48.806045,2.583211;Groupe scolaire Saint-Exupéry;87 avenue du Général de Gaulle;94420;Le Plessis-Trévise;Groupe scolaire Saint-Exupéry -  Le Plessis-Trévise
94;Val-de-Marne;10;10ème circonscription;043;Le Kremlin-Bicêtre;0003;1054;553;52.47;501;47.53;6;0.5700000000000001;1.2;1;0.09;0.2;494;46.87;98.6;4;M;SAVOLDELLI;Pascal;COM;27;2.56;5.47;94043;48.814125,2.358583;Espace André Maigné;18 bis Rue du 14 Juillet;94270;Le Kremlin-Bicêtre;Espace André Maigné -  Le Kremlin-Bicêtre
94;Val-de-Marne;03;3ème circonscription;078;Villeneuve-Saint-Georges;0003;904;655;72.46;249;27.54;4;0.44;1.609999999999999;2;0.22;0.8;243;26.88;97.59;6;M;BOURCHADA;Nizarr;DIV;4;0.44;1.65;94078;48.721682,2.446185;Square de la Mairie;50 bis rue de Belleplace;94190;Villeneuve-Saint-Georges;Square de la Mairie -  Villeneuve-Saint-Georges
94;Val-de-Marne;01;1ère circonscription;068;Saint-Maur-des-Fossés;0027;960;345;35.94;615;64.06;4;0.42;0.65;3;0.31;0.49;608;63.33;98.86;11;M;KASPI;André;LR;176;18.33;28.95;94068;48.800681,2.479653;Ecole primaire Diderot (premier préau);27 rue Louis Braille (portail);94100;Saint-Maur-des-Fossés;Ecole primaire Diderot (premier préau) -  Saint-Maur-des-Fossés
94;Val-de-Marne;07;7ème circonscription;034;Fresnes;0010;960;568;59.17;392;40.83;7;0.73;1.79;3;0.31;0.77;382;39.79;97.45;9;M;JEANBRUN;Vincent;LR;73;7.6;19.11;94034;48.762501,2.33055;Centre de Loisirs des Marguerites;75 avenue de la Paix;94260;Fresnes;Centre de Loisirs des Marguerites -  Fresnes
94;Val-de-Marne;02;2ème circonscription;054;Orly;0009;914;585;64.0;329;36.0;4;0.44;1.22;2;0.22;0.61;323;35.34;98.18;10;M;COUSY;David;DVG;1;0.11;0.31;94054;48.748192,2.409272999999999;Ecole maternelle Frédéric Joliot Curie;16 bis rue du Docteur Calmette;94310;Orly;Ecole maternelle Frédéric Joliot Curie -  Orly
94;Val-de-Marne;04;4ème circonscription;071;Sucy-en-Brie;0008;1004;461;45.92;543;54.08;2;0.2;0.37;1;0.1;0.18;540;53.78;99.45;13;F;LEMAIRE;Mirabelle;FI;39;3.88;7.22;94071;48.758407,2.549935;Ecole maternelle des Bruyères;30 boulevard de la Liberté;94370;Sucy-en-Brie;Ecole maternelle des Bruyères -  Sucy-en-Brie
94;Val-de-Marne;06;6ème circonscription;080;Vincennes;0008;1191;490;41.14;701;58.86;10;0.84;1.43;1;0.08;0.14;690;57.93;98.43;10;F;MICHEL;Stéphanie;FI;86;7.22;12.46;94080;48.850407,2.445442;Ecole élémentaire de l'Est Libération;106 rue Diderot;94300;Vincennes;Ecole élémentaire de l'Est Libération -  Vincennes
94;Val-de-Marne;03;3ème circonscription;056;Périgny-sur-Yerres;0002;919;434;47.23;485;52.77;8;0.87;1.65;6;0.65;1.24;471;51.25;97.11;12;M;BOYER;Alexandre;COM;8;0.87;1.7000000000000002;94056;48.696278,2.549293;Salle Antoinette Belly;Place de Boécourt;94520;Périgny;Salle Antoinette Belly -  Périgny
94;Val-de-Marne;05;5ème circonscription;058;Le Perreux-sur-Marne;0011;1122;487;43.4;635;56.6;4;0.36;0.63;3;0.27;0.47000000000000003;628;55.97;98.9;2;M;CARREZ;Gilles;LR;231;20.59;36.78;94058;48.847474,2.504236;Réfectoire maternelle de Lattre;45 rue de la Gaité;94170;Le Perreux-sur-Marne;Réfectoire maternelle de Lattre -  Le Perreux-sur-Marne
94;Val-de-Marne;06;6ème circonscription;033;Fontenay-sous-Bois;0026;974;464;47.64;510;52.36;4;0.41000000000000003;0.78;1;0.1;0.2;505;51.85;99.02;2;F;SCHER;Léa;DIV;0;0.0;0.0;94033;48.850819,2.483685;Ecole Edouard Vaillant;2 rue Edouard Vaillant;94120;Fontenay-sous-Bois;Ecole Edouard Vaillant -  Fontenay-sous-Bois
94;Val-de-Marne;07;7ème circonscription;021;Chevilly-Larue;0008;882;439;49.77;443;50.23;4;0.45;0.9;1;0.11;0.23;438;49.66;98.87;7;M;UM;Jean Jacques;SOC;29;3.29;6.62;94021;48.77027,2.342644;Groupe scolaire Pasteur;4 Avenue de la Croix du Sud;94550;Chevilly-Larue;Groupe scolaire Pasteur -  Chevilly-Larue
94;Val-de-Marne;02;2ème circonscription;022;Choisy-le-Roi;0002;895;477;53.3;418;46.7;9;1.01;2.15;5;0.56;1.2;404;45.14;96.65;7;M;MBAYE;Jean François;REM;128;14.3;31.68;94022;48.764093,2.410308;"Salle des fêtes "" Le Royal""";13 avenue Anatole France;94600;Choisy-le-Roi;"Salle des fêtes "" Le Royal"" -  Choisy-le-Roi"
94;Val-de-Marne;05;5ème circonscription;015;Bry-sur-Marne;0003;1192;484;40.6;708;59.4;9;0.76;1.27;0;0.0;0.0;699;58.64;98.73;8;F;DELOIRE;Marie-José;ECO;19;1.589999999999999;2.719999999999999;94015;48.844939,2.5161350000000002;Ecole Primaire de la Pépinière;68 rue de la République;94360;Bry-sur-Marne;Ecole Primaire de la Pépinière -  Bry-sur-Marne
94;Val-de-Marne;05;5ème circonscription;058;Le Perreux-sur-Marne;0012;1244;581;46.7;663;53.3;5;0.4;0.75;4;0.32;0.6000000000000001;654;52.57;98.64;7;M;GUYOT;Stéphane;DIV;2;0.16;0.31;94058;48.842535,2.494355;Ecole maternelle des Thillards;2 rue du Trhillard;94170;Le Perreux-sur-Marne;Ecole maternelle des Thillards -  Le Perreux-sur-Marne
94;Val-de-Marne;01;1ère circonscription;068;Saint-Maur-des-Fossés;0052;1016;456;44.88;560;55.12;3;0.30000000000000004;0.54;0;0.0;0.0;557;54.82;99.46;14;M;N'KAOUA;Thierry;FI;41;4.04;7.36;94068;48.790166,2.488731;Maison de Quartier des Mûriers;Avenue Albert 1er;94100;Saint-Maur-des-Fossés;Maison de Quartier des Mûriers -  Saint-Maur-des-Fossés
94;Val-de-Marne;06;6ème circonscription;080;Vincennes;0027;1119;418;37.35;701;62.65;4;0.36;0.5700000000000001;1;0.09;0.14;696;62.2;99.29;6;F;LALANNE;Dominique;DIV;3;0.27;0.43;94080;48.843598,2.430338;Ecole maternelle Franklin Rossevelt;3 allée Georges Méliès;94300;Vincennes;Ecole maternelle Franklin Rossevelt -  Vincennes
94;Val-de-Marne;05;5ème circonscription;015;Bry-sur-Marne;0009;1288;563;43.71;725;56.29;15;1.16;2.07;0;0.0;0.0;710;55.12;97.93;5;F;FAFA;Juliette;DIV;5;0.39;0.7000000000000001;94015;48.839701,2.53175;Médiathèque Jules Verne;28 rue des Tournanfis;94360;Bry-sur-Marne;Médiathèque Jules Verne -  Bry-sur-Marne
94;Val-de-Marne;08;8ème circonscription;042;Joinville-le-Pont;0010;1153;605;52.47;548;47.53;4;0.35000000000000003;0.73;3;0.26;0.55;541;46.92;98.72;10;M;LALORGUE;Jean Luc;DIV;2;0.17;0.37;94042;48.817783,2.478001;Ecole primaire de Palissy;31 avenue des Platanes;94340;Joinville-le-Pont;Ecole primaire de Palissy -  Joinville-le-Pont
94;Val-de-Marne;01;1ère circonscription;068;Saint-Maur-des-Fossés;0040;933;434;46.52;499;53.48;2;0.21;0.4;1;0.11;0.2;496;53.16;99.4;15;M;DE AMORIM;Roméo;DVD;10;1.07;2.02;94068;48.801999,2.473719;Ecole maternelle les Chalets;11 villa Jarlet;94100;Saint-Maur-des-Fossés;Ecole maternelle les Chalets -  Saint-Maur-des-Fossés
94;Val-de-Marne;01;1ère circonscription;068;Saint-Maur-des-Fossés;0019;1012;452;44.66;560;55.34;2;0.2;0.36;3;0.30000000000000004;0.54;555;54.84;99.11;4;M;DEVIGE;Thierry;FN;23;2.27;4.14;94068;48.794242,2.490041;Ecole maternelle Cazaux (salle polyvalente);65 avenue du Bac;94100;Saint-Maur-des-Fossés;Ecole maternelle Cazaux (salle polyvalente) -  Saint-Maur-des-Fossés
94;Val-de-Marne;04;4ème circonscription;060;La Queue-en-Brie;0003;958;478;49.9;480;50.1;7;0.73;1.46;4;0.42;0.8300000000000001;469;48.96;97.71;12;F;CHARLES;Corinne;COM;10;1.04;2.13;94060;48.792992,2.562895;Ecole Primaire Pauline Kergomard;Allée des Clématites;94510;La Queue-en-Brie;Ecole Primaire Pauline Kergomard -  La Queue-en-Brie
94;Val-de-Marne;01;1ère circonscription;068;Saint-Maur-des-Fossés;0048;985;437;44.37;548;55.63;3;0.30000000000000004;0.55;1;0.1;0.18;544;55.23;99.27;3;M;DESCROZAILLE;Frédéric;REM;219;22.23;40.26;94068;48.790517,2.491536;Salle associative;134 rue Garibaldi;94100;Saint-Maur-des-Fossés;Salle associative -  Saint-Maur-des-Fossés
94;Val-de-Marne;01;1ère circonscription;017;Champigny-sur-Marne;0040;932;483;51.82;449;48.18;3;0.32;0.67;3;0.32;0.67;443;47.53;98.66;14;M;N'KAOUA;Thierry;FI;69;7.4;15.58;94017;48.819199,2.497522;Salle René Rousseau;48 rue Jules Ferry Roux;94500;Champigny-sur-Marne;Salle René Rousseau -  Champigny-sur-Marne
94;Val-de-Marne;09;9ème circonscription;002;Alfortville;0001;927;483;52.1;444;47.9;4;0.43;0.9;2;0.22;0.45;438;47.25;98.65;4;F;YAPO;Monique;ECO;8;0.86;1.83;94002;48.805619,2.421818;Mairie;Salle Joseph Franceschi;94140;Alfortville;Mairie -  Alfortville
94;Val-de-Marne;05;5ème circonscription;017;Champigny-sur-Marne;0035;970;616;63.51;354;36.49;4;0.41000000000000003;1.13;1;0.1;0.28;349;35.98;98.59;8;F;DELOIRE;Marie-José;ECO;7;0.72;2.01;94017;48.817688,2.492639;Gymnase Maurice Baquet;7 rue Maurice Baquet;94500;Champigny-sur-Marne;Gymnase Maurice Baquet -  Champigny-sur-Marne
94;Val-de-Marne;03;3ème circonscription;001;Ablon-sur-Seine;0002;830;428;51.57;402;48.43;7;0.84;1.74;0;0.0;0.0;395;47.59;98.26;7;F;NARASSIGUIN;Corinne;SOC;8;0.96;2.03;94001;48.724181,2.420302;Centre Culturel 'Espace Alain Poher';7 avenue Auguste Duru;94480;Ablon-sur-Seine;Centre Culturel 'Espace Alain Poher' -  Ablon-sur-Seine
94;Val-de-Marne;09;9ème circonscription;002;Alfortville;0010;866;447;51.62;419;48.38;3;0.35000000000000003;0.72;9;1.04;2.15;407;47.0;97.14;13;F;MAURY;Claire;EXG;2;0.23;0.49;94002;48.809778,2.414257;Ecole Elémentaire Octobre A;76 rue Marcelin Berthelot;94140;Alfortville;Ecole Elémentaire Octobre A -  Alfortville
94;Val-de-Marne;10;10ème circonscription;037;Gentilly;0002;784;397;50.64;387;49.36;6;0.77;1.55;3;0.38;0.78;378;48.21;97.67;12;F;ALEXANDRE COLMADO;Maria;DVG;3;0.38;0.79;94037;48.815389,2.347394;Ecole maternelle Henri Barbusse - Préau;6 rue du Docteur Ténine;94250;Gentilly;Ecole maternelle Henri Barbusse - Préau -  Gentilly
94;Val-de-Marne;07;7ème circonscription;034;Fresnes;0014;920;444;48.26;476;51.74;8;0.87;1.6800000000000002;4;0.43;0.84;464;50.43;97.48;4;F;HACCART;Karine;FN;22;2.39;4.74;94034;48.754131,2.320273;Ecole maternelle des capucines;3 bis rue Auguste daix;94260;Fresnes;Ecole maternelle des capucines -  Fresnes
94;Val-de-Marne;07;7ème circonscription;038;L'Hay-les-Roses;0018;1058;642;60.68;416;39.32;8;0.76;1.92;1;0.09;0.24;407;38.47;97.84;9;M;JEANBRUN;Vincent;LR;114;10.78;28.01;94038;48.775749,2.357597;Groupe scolaire de Lallier;Rue Paul Hochart;94240;L'Haÿ-les-Roses;Groupe scolaire de Lallier -  L'Haÿ-les-Roses
94;Val-de-Marne;08;8ème circonscription;018;Charenton-le-Pont;0019;1020;373;36.57;647;63.43;2;0.2;0.31;3;0.29;0.46;642;62.94;99.23;13;M;HOULEY;Rémi;ECO;38;3.73;5.92;94018;48.820494,2.413341;Espace Toffoli;12 rue du Cadran;94220;Charenton-le-Pont;Espace Toffoli -  Charenton-le-Pont
94;Val-de-Marne;03;3ème circonscription;078;Villeneuve-Saint-Georges;0006;938;618;65.88;320;34.12;10;1.07;3.13;4;0.43;1.25;306;32.62;95.63;10;M;GOUGOUGNAN-ZADIGUE;Emmanuelly;DLF;5;0.53;1.63;94078;48.736931,2.462808;Ecole Condorcet A;Rue Condorcet;94190;Villeneuve-Saint-Georges;Ecole Condorcet A -  Villeneuve-Saint-Georges
94;Val-de-Marne;01;1ère circonscription;068;Saint-Maur-des-Fossés;0042;988;489;49.49;499;50.51;3;0.30000000000000004;0.6000000000000001;3;0.30000000000000004;0.6000000000000001;493;49.9;98.8;12;M;ÖZTORUN;Denis;COM;8;0.81;1.62;94068;48.791056,2.480879;Ecole primaire la Pie;3 avenue d’Arromanches;94100;Saint-Maur-des-Fossés;Ecole primaire la Pie -  Saint-Maur-des-Fossés
94;Val-de-Marne;05;5ème circonscription;052;Nogent-sur-Marne;0011;1246;703;56.42;543;43.58;0;0.0;0.0;2;0.16;0.37;541;43.42;99.63;12;M;JOSLIN;François;EXG;2;0.16;0.37;94052;48.832461,2.490188;Salle plyvalente;8 rue du Port;94130;Nogent-sur-Marne;Salle plyvalente -  Nogent-sur-Marne
94;Val-de-Marne;10;10ème circonscription;041;Ivry-sur-Seine;0035;718;442;61.56;276;38.44;4;0.56;1.45;3;0.42;1.09;269;37.47;97.46;11;F;WAELER;Myriam;DLF;6;0.84;2.23;94041;48.804645,2.381823;Maison de Quartier Monmousseau;17 rue Gaston Monmousseau;94200;Ivry-sur-Seine;Maison de Quartier Monmousseau -  Ivry-sur-Seine
94;Val-de-Marne;01;1ère circonscription;068;Saint-Maur-des-Fossés;0011;958;437;45.62;521;54.38;2;0.21;0.38;1;0.1;0.19;518;54.07;99.42;13;M;DENIS;Jean Claude;EXG;2;0.21;0.39;94068;48.800267,2.503752;Centre de Loisirs de l'Est;18 avenue de l'Est;94100;Saint-Maur-des-Fossés;Centre de Loisirs de l'Est -  Saint-Maur-des-Fossés
94;Val-de-Marne;05;5ème circonscription;017;Champigny-sur-Marne;0043;948;510;53.8;438;46.2;3;0.32;0.68;0;0.0;0.0;435;45.89;99.32;12;M;JOSLIN;François;EXG;0;0.0;0.0;94017;48.81093,2.5453900000000003;CMA Gérard Philippe;54 Boulevard du Chateau;94500;Champigny-sur-Marne;CMA Gérard Philippe -  Champigny-sur-Marne
94;Val-de-Marne;05;5ème circonscription;017;Champigny-sur-Marne;0020;1042;673;64.59;369;35.41;6;0.58;1.63;2;0.19;0.54;361;34.64;97.83;11;F;RET;Nadine;REM;55;5.28;15.24;94017;48.822889,2.514847999999999;Ecole maternelle Albert Thomas;46 rue Charles Fourier;94500;Champigny-sur-Marne;Ecole maternelle Albert Thomas -  Champigny-sur-Marne
94;Val-de-Marne;06;6ème circonscription;080;Vincennes;0016;874;346;39.59;528;60.41;3;0.34;0.5700000000000001;1;0.11;0.19;524;59.95;99.24;8;F;HUNAUT;Véronique;EXG;4;0.46;0.76;94080;48.847109,2.433792;Ecole maternelle Roland Vernaudon;3 avenue Lamartine;94300;Vincennes;Ecole maternelle Roland Vernaudon -  Vincennes
94;Val-de-Marne;01;1ère circonscription;068;Saint-Maur-des-Fossés;0036;913;348;38.12;565;61.88;4;0.44;0.71;2;0.22;0.35000000000000003;559;61.23;98.94;12;M;ÖZTORUN;Denis;COM;7;0.77;1.25;94068;48.809146,2.488226;Ecole maternelle Schaken;5 bis avenue des Iles (portail);94100;Saint-Maur-des-Fossés;Ecole maternelle Schaken -  Saint-Maur-des-Fossés
94;Val-de-Marne;10;10ème circonscription;081;Vitry-sur-Seine;0047;1043;651;62.42;392;37.58;3;0.29;0.77;2;0.19;0.51;387;37.1;98.72;14;F;PERNIN;Gisèle;EXG;1;0.1;0.26;94081;48.799058,2.374761;Ecole maternelle des Malassis 2;22 voie Gluck;94400;Vitry-sur-Seine;Ecole maternelle des Malassis 2 -  Vitry-sur-Seine
94;Val-de-Marne;10;10ème circonscription;041;Ivry-sur-Seine;0033;949;443;46.68;506;53.32;7;0.74;1.38;2;0.21;0.4;497;52.37;98.22;3;F;BOULKROUN;Sheerazed;REM;117;12.33;23.54;94041;48.814406,2.381998;Ecole maternelle Gabriel Péri;47 rue Gabriel Péri;94200;Ivry-sur-Seine;Ecole maternelle Gabriel Péri -  Ivry-sur-Seine
94;Val-de-Marne;09;9ème circonscription;081;Vitry-sur-Seine;0018;878;589;67.08;289;32.92;5;0.5700000000000001;1.73;3;0.34;1.04;281;32.0;97.23;3;F;KACZMAREK;Christelle;DIV;6;0.68;2.14;94081;48.776901,2.40117;Ecole élémentaire Anatole Frane -Refectoire B;133, rue Balzac;94400;Vitry-sur-Seine;Ecole élémentaire Anatole Frane -Refectoire B -  Vitry-sur-Seine
94;Val-de-Marne;09;9ème circonscription;081;Vitry-sur-Seine;0033;986;657;66.63;329;33.37;5;0.51;1.52;1;0.1;0.30000000000000004;323;32.76;98.18;11;F;LACHAUD;Martine;FI;48;4.87;14.86;94081;48.790138,2.393078;Ecole élémentaire Joliot Curie - Refetoire B;rue Saint Germain;94400;Vitry-sur-Seine;Ecole élémentaire Joliot Curie - Refetoire B -  Vitry-sur-Seine
94;Val-de-Marne;11;11ème circonscription;076;Villejuif;0034;692;391;56.5;301;43.5;6;0.87;1.99;1;0.14;0.33;294;42.49;97.67;14;F;DE COMARMOND;Hélène;SOC;18;2.6;6.12;94076;48.791006,2.372186;Ecole Maternelle Robespierre;11 rue Robespierre;94800;Villejuif;Ecole Maternelle Robespierre -  Villejuif
94;Val-de-Marne;04;4ème circonscription;071;Sucy-en-Brie;0013;910;335;36.81;575;63.19;4;0.44;0.7000000000000001;0;0.0;0.0;571;62.75;99.3;13;F;LEMAIRE;Mirabelle;FI;43;4.73;7.53;94071;48.770579,2.5167900000000003;Ecole maternelle Montaleau;30 rue de Montaleau;94370;Sucy-en-Brie;Ecole maternelle Montaleau -  Sucy-en-Brie
